class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,validation_position_accuracy,fit_seconds,predict_seconds
balanced,40.0,log2,1,5,200,0.7057356608478803,1.152313546044752,0.05556889297440648
balanced,40.0,log2,1,5,300,0.7057356608478803,1.7418943729717284,0.06750376604031771
balanced,40.0,log2,1,5,500,0.7306733167082294,2.9589555900311098,0.1095910690492019
balanced,40.0,log2,1,5,800,0.7231920199501247,4.537172978976741,0.15110559691675007
balanced,40.0,log2,1,10,200,0.6907730673316709,1.0981246730079874,0.05635278194677085
balanced,40.0,log2,1,10,300,0.713216957605985,1.6470287690171972,0.07695856597274542
balanced,40.0,log2,1,10,500,0.7082294264339152,2.810150593984872,0.08794438291806728
balanced,40.0,log2,1,10,800,0.7231920199501247,4.337738933041692,0.15082532993983477
balanced,40.0,log2,2,2,200,0.7007481296758105,1.1612329470226541,0.05899225000757724
balanced,40.0,log2,2,2,300,0.7082294264339152,1.68110740208067,0.06768470408860594
balanced,40.0,log2,2,2,500,0.7082294264339152,2.8544802800752223,0.11012239602860063
balanced,40.0,log2,2,2,800,0.7182044887780549,4.494440636015497,0.130975347943604
balanced,40.0,log2,2,5,200,0.7057356608478803,1.1300318819703534,0.057993397931568325
balanced,40.0,log2,2,5,300,0.7082294264339152,1.700407880009152,0.07918356999289244
balanced,40.0,log2,2,5,500,0.713216957605985,2.827435777988285,0.11211276007816195
balanced,40.0,log2,2,5,800,0.7107231920199502,4.377426561899483,0.16119208605960011
balanced,40.0,log2,2,10,200,0.6957605985037406,1.0715824220096692,0.05748619302175939
balanced,40.0,log2,2,10,300,0.7082294264339152,1.626122182002291,0.07935567200183868
balanced,40.0,log2,2,10,500,0.7082294264339152,2.7137337239691988,0.11121154599823058
balanced,40.0,log2,2,10,800,0.7107231920199502,4.240571990958415,0.15189813903998584
balanced,40.0,log2,4,2,200,0.6982543640897756,1.0255875689908862,0.05790210503619164
balanced,40.0,log2,4,2,300,0.7007481296758105,1.507027909043245,0.07584643200971186
balanced,40.0,log2,4,2,500,0.7082294264339152,2.567546730977483,0.11045388702768832
balanced,40.0,log2,4,2,800,0.7082294264339152,4.050661260029301,0.16018274403177202
balanced,40.0,log2,4,5,200,0.6982543640897756,1.0163087790133432,0.05799778597429395
balanced,40.0,log2,4,5,300,0.7007481296758105,1.555050480994396,0.0789772339630872
balanced,40.0,log2,4,5,500,0.7082294264339152,2.549397766008042,0.11021614703349769
balanced,40.0,log2,4,5,800,0.7082294264339152,3.9815993040101603,0.161570057971403
balanced,40.0,log2,4,10,200,0.6932668329177057,1.0554530509980395,0.05656753201037645
balanced,40.0,log2,4,10,300,0.71571072319202,1.5298701040446758,0.07838328194338828
balanced,40.0,log2,4,10,500,0.7206982543640897,2.518530334928073,0.1106346040032804
balanced,40.0,log2,4,10,800,0.7206982543640897,4.017618443001993,0.1519299589563161
,,sqrt,1,2,200,0.7206982543640897,6.143284064019099,0.05978992395102978
,,sqrt,1,2,300,0.7381546134663342,9.2082988480106,0.07723316294141114
,,sqrt,1,2,500,0.7381546134663342,15.118786982027814,0.11085593001917005
,,sqrt,1,2,800,0.743142144638404,24.35828597494401,0.15360105503350496
,,sqrt,1,5,200,0.7331670822942643,5.936807440011762,0.05901182000525296
,,sqrt,1,5,300,0.7107231920199502,8.95537914603483,0.08103381504770368
,,sqrt,1,5,500,0.7356608478802993,14.87284919898957,0.10948648198973387
,,sqrt,1,5,800,0.7306733167082294,23.823443136992864,0.1335787739371881
